Period,Treatment,Player,Color,Partner,LeftLocation,LeftValue,RightLocation,RightValue,RangeTotal,RangeOverlap,Revenue,TotalCost,Profit,GraphLeftX,GraphLeftY,GraphMiddleX,GraphMiddleY,GraphRightX,GraphRightY,BlueCost,RedCost
46,A,4,Blue,6,-2.21,0.72375,-1.39,0.82625,0.8200001,0.8200001,0.31775,0.026896,0.290854,-8,0,0,1,8,0,0.08,0.03,
46,A,5,Red,3,4,0.5,4.01,0.49875,0.01000023,0,0.004993864,1.500069E-06,0.004992364,-8,0,0,1,8,0,0.08,0.03,
46,A,6,Red,4,-3.22,0.5975,0.69,0.91375,3.91,0.8200001,2.914469,0.2293215,2.685147,-8,0,0,1,8,0,0.08,0.03,
46,A,7,Red,1,-7.03,0.12125,-1.35,0.83125,5.68,0.01000023,2.703734,0.483936,2.219798,-8,0,0,1,8,0,0.08,0.03,
46,A,8,Red,2,-7.03,0.12125,4.65,0.41875,11.68,0.01000011,7.235453,2.046336,5.189117,-8,0,0,1,8,0,0.08,0.03,
47,A,1,Blue,7,-8,0,8,0,16,4.87,6.212516,10.24,-4.027484,-8,0,0,1,8,0,0.08,0.03,
47,A,2,Blue,8,-1.9,0.7625,1.07,0.86625,2.97,2.97,1.336409,0.352836,0.9835733,-8,0,0,1,8,0,0.08,0.03,
47,A,3,Blue,5,7.98,0.002499998,7.99,0.001250029,0.009999752,0,1.874967E-05,3.999802E-06,1.474986E-05,-8,0,0,1,8,0,0.08,0.03,
47,A,4,Blue,6,-3.41,0.57375,8,0,11.41,2.19,5.673435,5.207524,0.4659109,-8,0,0,1,8,0,0.08,0.03,
47,A,5,Red,3,-3.98,0.5025,4.01,0.49875,7.99,0,5.994969,0.9576015,5.037367,-8,0,0,1,8,0,0.08,0.03,
47,A,6,Red,4,-1.5,0.8125,0.69,0.91375,2.19,2.19,1.009809,0.0719415,0.9378679,-8,0,0,1,8,0,0.08,0.03,
47,A,7,Red,1,-4.54,0.4325,0.33,0.95875,4.87,4.87,1.787484,0.3557535,1.431731,-8,0,0,1,8,0,0.08,0.03,
47,A,8,Red,2,-7.03,0.12125,2.04,0.745,9.07,2.97,4.384685,1.233973,3.150711,-8,0,0,1,8,0,0.08,0.03,
48,A,1,Blue,7,-2.86,0.6425,-2.85,0.64375,0.00999999,0,0.006431244,3.999992E-06,0.006427244,-8,0,0,1,8,0,0.08,0.03,
48,A,2,Blue,8,0.62,0.9225,1.07,0.86625,0.45,0,0.4024688,0.008100002,0.3943688,-8,0,0,1,8,0,0.08,0.03,
48,A,3,Blue,5,1.95,0.75625,7.99,0.001250029,6.04,0,2.28765,1.459264,0.8283862,-8,0,0,1,8,0,0.08,0.03,
48,A,4,Blue,6,-8,0,-7.7,0.03750002,0.3000002,0,0.005625007,0.003600005,0.002025003,-8,0,0,1,8,0,0.08,0.03,
48,A,5,Red,3,-1.76,0.78,-1.75,0.78125,0.00999999,0,0.007806242,1.499997E-06,0.007804743,-8,0,0,1,8,0,0.08,0.03,
48,A,6,Red,4,0.68,0.915,7.41,0.07375002,6.73,0,3.327144,0.6793935,2.64775,-8,0,0,1,8,0,0.08,0.03,
48,A,7,Red,1,-4.54,0.4325,-4.53,0.43375,0.009999752,0,0.004331143,1.499926E-06,0.004329643,-8,0,0,1,8,0,0.08,0.03,
48,A,8,Red,2,-4.54,0.4325,0.33,0.95875,4.87,0,3.574969,0.3557535,3.219215,-8,0,0,1,8,0,0.08,0.03,
49,A,1,Blue,7,-2.86,0.6425,-2.85,0.64375,0.00999999,0,0.006431244,3.999992E-06,0.006427244,-8,0,0,1,8,0,0.08,0.03,
49,A,2,Blue,8,0.62,0.9225,0.63,0.92125,0.00999999,0,0.009218741,3.999992E-06,0.009214741,-8,0,0,1,8,0,0.08,0.03,
49,A,3,Blue,5,7.98,0.002499998,7.99,0.001250029,0.009999752,0,1.874967E-05,3.999802E-06,1.474986E-05,-8,0,0,1,8,0,0.08,0.03,
49,A,4,Blue,6,-7.71,0.03625,-7.7,0.03750002,0.01000023,0,0.0003687585,4.000183E-06,0.0003647584,-8,0,0,1,8,0,0.08,0.03,
49,A,5,Red,3,-1.76,0.78,-1.75,0.78125,0.00999999,0,0.007806242,1.499997E-06,0.007804743,-8,0,0,1,8,0,0.08,0.03,
49,A,6,Red,4,7.4,0.07499999,7.41,0.07375002,0.009999752,0,0.0007437316,1.499926E-06,0.0007422316,-8,0,0,1,8,0,0.08,0.03,
49,A,7,Red,1,-4.54,0.4325,-4.53,0.43375,0.009999752,0,0.004331143,1.499926E-06,0.004329643,-8,0,0,1,8,0,0.08,0.03,
49,A,8,Red,2,-4.54,0.4325,-4.53,0.43375,0.009999752,0,0.004331143,1.499926E-06,0.004329643,-8,0,0,1,8,0,0.08,0.03,
50,A,1,Blue,7,-2.86,0.6425,-2.85,0.64375,0.00999999,0.00999999,0.003215622,3.999992E-06,0.003211622,-8,0,0,1,8,0,0.08,0.03,
50,A,2,Blue,8,-2.04,0.745,0.63,0.92125,2.67,0,2.385094,0.285156,2.099938,-8,0,0,1,8,0,0.08,0.03,
50,A,3,Blue,5,-2.04,0.745,7.99,0.001250029,10.03,3.49,4.225222,4.024035,0.2011862,-8,0,0,1,8,0,0.08,0.03,
50,A,4,Blue,6,-7.71,0.03625,2.37,0.70375,10.08,0,6.013687,4.064256,1.949431,-8,0,0,1,8,0,0.08,0.03,
50,A,5,Red,3,-1.76,0.78,1.73,0.78375,3.49,3.49,1.554672,0.1827015,1.37197,-8,0,0,1,8,0,0.08,0.03,
50,A,6,Red,4,7.23,0.09625,7.41,0.07375002,0.1799998,0,0.01529999,0.000485999,0.01481399,-8,0,0,1,8,0,0.08,0.03,
50,A,7,Red,1,-4.54,0.4325,6.68,0.165,11.22,0.00999999,7.139659,1.888326,5.251334,-8,0,0,1,8,0,0.08,0.03,
50,A,8,Red,2,-4.54,0.4325,-4.53,0.43375,0.009999752,0,0.004331143,1.499926E-06,0.004329643,-8,0,0,1,8,0,0.08,0.03,
51,B,1,Blue,7,-2.45,0,0,0,2.45,0,0.8498437,0.0300125,0.8198313,-4,0,0,0.5,4,0,0.01,0.01,
51,B,2,Blue,8,0,0,3.12,0,3.12,3.12,0.4758,0.04867199,0.427128,-4,0,0,0.5,4,0,0.01,0.01,
51,B,3,Blue,5,0,0,4,0,4,4,0.5,0.08,0.42,-4,0,0,0.5,4,0,0.01,0.01,
51,B,4,Blue,6,0,0,0.01,0,0.01,0,0.00499375,5E-07,0.00499325,-4,0,0,0.5,4,0,0.01,0.01,
51,B,5,Red,3,0,0,4,0,4,4,0.5,0.08,0.42,-4,0,0,0.5,4,0,0.01,0.01,
51,B,6,Red,4,-4,0,0,0,4,0,1,0.08,0.92,-4,0,0,0.5,4,0,0.01,0.01,
51,B,7,Red,1,0,0,0.01,0,0.01,0,0.00499375,5E-07,0.00499325,-4,0,0,0.5,4,0,0.01,0.01,
51,B,8,Red,2,0,0,4,0,4,3.12,0.5242,0.08,0.4442,-4,0,0,0.5,4,0,0.01,0.01,
52,B,1,Blue,7,-2.45,0.19375,-2.44,0.195,0.00999999,0,0.001943748,4.99999E-07,0.001943248,-4,0,0,0.5,4,0,0.01,0.01,
52,B,2,Blue,8,0,0.5,3.65,0.04374999,3.65,0,0.9923437,0.0666125,0.9257312,-4,0,0,0.5,4,0,0.01,0.01,
52,B,3,Blue,5,-3.36,0.08000001,4,0,7.36,2.3,1.564713,0.270848,1.293864,-4,0,0,0.5,4,0,0.01,0.01,
52,B,4,Blue,6,-4,0,3.54,0.0575,7.54,7.39,0.9984031,0.284258,0.7141451,-4,0,0,0.5,4,0,0.01,0.01,
52,B,5,Red,3,0,0.5,2.3,0.2125,2.3,2.3,0.4096875,0.02645,0.3832375,-4,0,0,0.5,4,0,0.01,0.01,
52,B,6,Red,4,-4,0,3.39,0.07624999,7.39,7.39,0.9883718,0.2730605,0.7153113,-4,0,0,0.5,4,0,0.01,0.01,
52,B,7,Red,1,0,0.5,0.01,0.49875,0.01,0,0.00499375,5E-07,0.00499325,-4,0,0,0.5,4,0,0.01,0.01,
52,B,8,Red,2,-2.1,0.2375,-2.09,0.23875,0.00999999,0,0.002381248,4.99999E-07,0.002380748,-4,0,0,0.5,4,0,0.01,0.01,
53,B,1,Blue,7,-4,0,-2.44,0.195,1.56,0,0.1521,0.012168,0.139932,-4,0,0,0.5,4,0,0.01,0.01,
53,B,2,Blue,8,-4,0,3.65,0.04374999,7.65,0.00999999,1.991153,0.2926125,1.698541,-4,0,0,0.5,4,0,0.01,0.01,
53,B,3,Blue,5,-4,0,4,0,8,3.86,1.498206,0.32,1.178206,-4,0,0,0.5,4,0,0.01,0.01,
53,B,4,Blue,6,3.01,0.12375,3.02,0.1225,0.00999999,0.00999999,0.0006156244,4.99999E-07,0.0006151244,-4,0,0,0.5,4,0,0.01,0.01,
53,B,5,Red,3,-3.85,0.01875001,0.01,0.49875,3.86,3.86,0.5017937,0.07449799,0.4272957,-4,0,0,0.5,4,0,0.01,0.01,
53,B,6,Red,4,-4,0,4,0,8,0.00999999,1.999384,0.32,1.679384,-4,0,0,0.5,4,0,0.01,0.01,
53,B,7,Red,1,0,0.5,2.99,0.12625,2.99,0,0.9362437,0.0447005,0.8915432,-4,0,0,0.5,4,0,0.01,0.01,
53,B,8,Red,2,-2.1,0.2375,-2.09,0.23875,0.00999999,0.00999999,0.001190624,4.99999E-07,0.001190124,-4,0,0,0.5,4,0,0.01,0.01,
54,B,1,Blue,7,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
54,B,2,Blue,8,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
54,B,3,Blue,5,1.99,0.25125,4,0,2.01,0,0.2525063,0.0202005,0.2323058,-4,0,0,0.5,4,0,0.01,0.01,
54,B,4,Blue,6,3.01,0.12375,3.02,0.1225,0.00999999,0.00999999,0.0006156244,4.99999E-07,0.0006151244,-4,0,0,0.5,4,0,0.01,0.01,
54,B,5,Red,3,-3.85,0.01875001,-3.84,0.02000001,0.00999999,0,0.0001937499,4.99999E-07,0.0001932499,-4,0,0,0.5,4,0,0.01,0.01,
54,B,6,Red,4,-4,0,4,0,8,0.00999999,1.999384,0.32,1.679384,-4,0,0,0.5,4,0,0.01,0.01,
54,B,7,Red,1,-1.84,0.27,4,0,5.84,0,1.7084,0.170528,1.537872,-4,0,0,0.5,4,0,0.01,0.01,
54,B,8,Red,2,-2.1,0.2375,2.99,0.12625,5.09,0,1.710619,0.1295405,1.581078,-4,0,0,0.5,4,0,0.01,0.01,
55,B,1,Blue,7,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
55,B,2,Blue,8,-4,0,4,0,8,5.84,1.1458,0.32,0.8258,-4,0,0,0.5,4,0,0.01,0.01,
55,B,3,Blue,5,-4,0,3.89,0.01374999,7.89,0.1600001,1.998444,0.3112605,1.687183,-4,0,0,0.5,4,0,0.01,0.01,
55,B,4,Blue,6,-4,0,3.02,0.1225,7.02,4.88,1.244175,0.246402,0.9977729,-4,0,0,0.5,4,0,0.01,0.01,
55,B,5,Red,3,-4,0,-3.84,0.02000001,0.1600001,0.1600001,0.0008000009,0.0001280001,0.0006720007,-4,0,0,0.5,4,0,0.01,0.01,
55,B,6,Red,4,-4,0,0.88,0.39,4.88,4.88,0.6958,0.119072,0.576728,-4,0,0,0.5,4,0,0.01,0.01,
55,B,7,Red,1,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
55,B,8,Red,2,-1.84,0.27,4,0,5.84,5.84,0.8542,0.170528,0.683672,-4,0,0,0.5,4,0,0.01,0.01,
56,B,1,Blue,7,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
56,B,2,Blue,8,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
56,B,3,Blue,5,-4,0,3.89,0.01374999,7.89,3.36,1.623344,0.3112605,1.312083,-4,0,0,0.5,4,0,0.01,0.01,
56,B,4,Blue,6,-3.45,0.06874999,4,0,7.45,4.33,1.294747,0.2775125,1.017234,-4,0,0,0.5,4,0,0.01,0.01,
56,B,5,Red,3,0.53,0.43375,4,0,3.47,3.36,0.3766563,0.0602045,0.3164518,-4,0,0,0.5,4,0,0.01,0.01,
56,B,6,Red,4,-4,0,0.88,0.39,4.88,4.33,0.7052531,0.119072,0.5861811,-4,0,0,0.5,4,0,0.01,0.01,
56,B,7,Red,1,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
56,B,8,Red,2,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
57,B,1,Blue,7,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
57,B,2,Blue,8,-0.16,0.48,1,0.375,1.16,0,0.5159,0.006727999,0.509172,-4,0,0,0.5,4,0,0.01,0.01,
57,B,3,Blue,5,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
57,B,4,Blue,6,-3.45,0.06874999,3.32,0.08500001,6.77,0,1.952194,0.2291645,1.723029,-4,0,0,0.5,4,0,0.01,0.01,
57,B,5,Red,3,0.53,0.43375,0.54,0.4325,0.01000005,0,0.004331272,5.00005E-07,0.004330772,-4,0,0,0.5,4,0,0.01,0.01,
57,B,6,Red,4,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
57,B,7,Red,1,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
57,B,8,Red,2,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
58,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
58,B,2,Blue,8,-0.16,0.48,-0.15,0.48125,0.00999999,0.00999999,0.002403123,4.99999E-07,0.002402623,-4,0,0,0.5,4,0,0.01,0.01,
58,B,3,Blue,5,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
58,B,4,Blue,6,-4,0,4,0,8,0.53,1.991222,0.32,1.671222,-4,0,0,0.5,4,0,0.01,0.01,
58,B,5,Red,3,-4,0,0.54,0.4325,4.54,0.00999999,1.251772,0.103058,1.148714,-4,0,0,0.5,4,0,0.01,0.01,
58,B,6,Red,4,-4,0,-3.47,0.06625,0.53,0.53,0.008778124,0.0014045,0.007373624,-4,0,0,0.5,4,0,0.01,0.01,
58,B,7,Red,1,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
58,B,8,Red,2,-4,0,4,0,8,0.00999999,1.997597,0.32,1.677597,-4,0,0,0.5,4,0,0.01,0.01,
59,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
59,B,2,Blue,8,-0.16,0.48,4,0,4.16,0,1.0784,0.086528,0.991872,-4,0,0,0.5,4,0,0.01,0.01,
59,B,3,Blue,5,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
59,B,4,Blue,6,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
59,B,5,Red,3,-4,0,0.54,0.4325,4.54,0.00999999,1.251772,0.103058,1.148714,-4,0,0,0.5,4,0,0.01,0.01,
59,B,6,Red,4,-4,0,0.09,0.48875,4.09,0.00999999,1.044491,0.08364051,0.9608501,-4,0,0,0.5,4,0,0.01,0.01,
59,B,7,Red,1,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
59,B,8,Red,2,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
60,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
60,B,2,Blue,8,1.88,0.265,4,0,2.12,0,0.2809,0.022472,0.258428,-4,0,0,0.5,4,0,0.01,0.01,
60,B,3,Blue,5,-4,0,-1.93,0.25875,2.07,0.00999999,0.2678032,0.0214245,0.2463787,-4,0,0,0.5,4,0,0.01,0.01,
60,B,4,Blue,6,-4,0,-3.12,0.11,0.8800001,0,0.04840001,0.003872001,0.04452801,-4,0,0,0.5,4,0,0.01,0.01,
60,B,5,Red,3,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
60,B,6,Red,4,-0.57,0.42875,1.97,0.25375,2.54,0,1.007138,0.032258,0.9748796,-4,0,0,0.5,4,0,0.01,0.01,
60,B,7,Red,1,-4,0,3.8,0.02500001,7.8,0,1.9975,0.3042,1.6933,-4,0,0,0.5,4,0,0.01,0.01,
60,B,8,Red,2,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
61,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
61,B,2,Blue,8,-4,0,4,0,8,7.8,1.00125,0.32,0.68125,-4,0,0,0.5,4,0,0.01,0.01,
61,B,3,Blue,5,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
61,B,4,Blue,6,-3.13,0.10875,-3.12,0.11,0.01000023,0,0.001093775,5.000228E-07,0.001093275,-4,0,0,0.5,4,0,0.01,0.01,
61,B,5,Red,3,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
61,B,6,Red,4,-0.82,0.3975,-0.81,0.39875,0.00999999,0,0.003981246,4.99999E-07,0.003980746,-4,0,0,0.5,4,0,0.01,0.01,
61,B,7,Red,1,0.78,0.4025,0.79,0.40125,0.01000005,0,0.00401877,5.00005E-07,0.00401827,-4,0,0,0.5,4,0,0.01,0.01,
61,B,8,Red,2,-4,0,3.8,0.02500001,7.8,7.8,0.99875,0.3042,0.6945499,-4,0,0,0.5,4,0,0.01,0.01,
62,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
62,B,2,Blue,8,-4,0,4,0,8,0.01000005,1.997991,0.32,1.677991,-4,0,0,0.5,4,0,0.01,0.01,
62,B,3,Blue,5,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
62,B,4,Blue,6,-3.13,0.10875,4,0,7.13,0.00999999,1.950703,0.2541845,1.696519,-4,0,0,0.5,4,0,0.01,0.01,
62,B,5,Red,3,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
62,B,6,Red,4,-0.82,0.3975,-0.81,0.39875,0.00999999,0.00999999,0.001990623,4.99999E-07,0.001990123,-4,0,0,0.5,4,0,0.01,0.01,
62,B,7,Red,1,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
62,B,8,Red,2,0.78,0.4025,0.79,0.40125,0.01000005,0.01000005,0.002009385,5.00005E-07,0.002008885,-4,0,0,0.5,4,0,0.01,0.01,
63,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
63,B,2,Blue,8,-4,0,4,0,8,8,1,0.32,0.68,-4,0,0,0.5,4,0,0.01,0.01,
63,B,3,Blue,5,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
63,B,4,Blue,6,-3.13,0.10875,-1.15,0.35625,1.98,0,0.46035,0.019602,0.440748,-4,0,0,0.5,4,0,0.01,0.01,
63,B,5,Red,3,1.09,0.36375,1.1,0.3625,0.00999999,0,0.003631247,4.99999E-07,0.003630747,-4,0,0,0.5,4,0,0.01,0.01,
63,B,6,Red,4,1.41,0.32375,1.73,0.28375,0.3200001,0,0.09720002,0.0005120002,0.09668802,-4,0,0,0.5,4,0,0.01,0.01,
63,B,7,Red,1,0.86,0.3925,4,0,3.14,0.00999999,0.6162218,0.049298,0.5669239,-4,0,0,0.5,4,0,0.01,0.01,
63,B,8,Red,2,-4,0,4,0,8,8,1,0.32,0.68,-4,0,0,0.5,4,0,0.01,0.01,
64,B,1,Blue,7,3.01,0.12375,4,0,0.99,0.99,0.03062813,0.0049005,0.02572763,-4,0,0,0.5,4,0,0.01,0.01,
64,B,2,Blue,8,-4,0,4,0,8,3.14,1.691887,0.32,1.371887,-4,0,0,0.5,4,0,0.01,0.01,
64,B,3,Blue,5,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
64,B,4,Blue,6,-1.16,0.355,-1.15,0.35625,0.00999999,0.00999999,0.001778123,4.99999E-07,0.001777623,-4,0,0,0.5,4,0,0.01,0.01,
64,B,5,Red,3,1.09,0.36375,4,0,2.91,0.00999999,0.5292531,0.04234049,0.4869126,-4,0,0,0.5,4,0,0.01,0.01,
64,B,6,Red,4,-4,0,1.42,0.3225,5.42,0.00999999,1.582197,0.146882,1.435315,-4,0,0,0.5,4,0,0.01,0.01,
64,B,7,Red,1,-4,0,4,0,8,0.99,1.969372,0.32,1.649372,-4,0,0,0.5,4,0,0.01,0.01,
64,B,8,Red,2,0.86,0.3925,4,0,3.14,3.14,0.3081125,0.049298,0.2588145,-4,0,0,0.5,4,0,0.01,0.01,
65,B,1,Blue,7,3.01,0.12375,3.02,0.1225,0.00999999,0.00999999,0.0006156244,4.99999E-07,0.0006151244,-4,0,0,0.5,4,0,0.01,0.01,
65,B,2,Blue,8,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
65,B,3,Blue,5,-4,0,4,0,8,1.76,1.7767,0.32,1.4567,-4,0,0,0.5,4,0,0.01,0.01,
65,B,4,Blue,6,-1.16,0.355,-1.15,0.35625,0.00999999,0,0.003556247,4.99999E-07,0.003555747,-4,0,0,0.5,4,0,0.01,0.01,
65,B,5,Red,3,1.09,0.36375,2.85,0.14375,1.76,1.76,0.2233,0.015488,0.207812,-4,0,0,0.5,4,0,0.01,0.01,
65,B,6,Red,4,2.3,0.2125,4,0,1.7,0,0.180625,0.01445,0.166175,-4,0,0,0.5,4,0,0.01,0.01,
65,B,7,Red,1,-4,0,4,0,8,0.00999999,1.999384,0.32,1.679384,-4,0,0,0.5,4,0,0.01,0.01,
65,B,8,Red,2,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
66,B,1,Blue,7,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
66,B,2,Blue,8,0.27,0.46625,4,0,3.73,3.73,0.4347781,0.0695645,0.3652136,-4,0,0,0.5,4,0,0.01,0.01,
66,B,3,Blue,5,-4,0,3.67,0.04124999,7.67,6.85,1.034522,0.2941445,0.7403774,-4,0,0,0.5,4,0,0.01,0.01,
66,B,4,Blue,6,-1.16,0.355,2.55,0.18125,3.71,0,1.364494,0.0688205,1.295673,-4,0,0,0.5,4,0,0.01,0.01,
66,B,5,Red,3,-4,0,2.85,0.14375,6.85,6.85,0.9586719,0.2346125,0.7240594,-4,0,0,0.5,4,0,0.01,0.01,
66,B,6,Red,4,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
66,B,7,Red,1,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
66,B,8,Red,2,-4,0,4,0,8,3.73,1.565222,0.32,1.245222,-4,0,0,0.5,4,0,0.01,0.01,
67,B,1,Blue,7,-4,0,-1.22,0.3475,2.78,0.00999999,0.4830219,0.038642,0.4443799,-4,0,0,0.5,4,0,0.01,0.01,
67,B,2,Blue,8,0.27,0.46625,4,0,3.73,0,0.8695562,0.0695645,0.7999917,-4,0,0,0.5,4,0,0.01,0.01,
67,B,3,Blue,5,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
67,B,4,Blue,6,-4,0,-1.15,0.35625,2.85,0,0.5076563,0.0406125,0.4670438,-4,0,0,0.5,4,0,0.01,0.01,
67,B,5,Red,3,-4,0,3.81,0.02375001,7.81,0.00999999,1.997741,0.3049805,1.69276,-4,0,0,0.5,4,0,0.01,0.01,
67,B,6,Red,4,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
67,B,7,Red,1,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
67,B,8,Red,2,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
68,B,1,Blue,7,-4,0,-2.77,0.15375,1.23,1.23,0.04727813,0.0075645,0.03971363,-4,0,0,0.5,4,0,0.01,0.01,
68,B,2,Blue,8,-3.94,0.007499993,4,0,7.94,0,1.999775,0.315218,1.684557,-4,0,0,0.5,4,0,0.01,0.01,
68,B,3,Blue,5,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
68,B,4,Blue,6,-4,0,4,0,8,8,1,0.32,0.68,-4,0,0,0.5,4,0,0.01,0.01,
68,B,5,Red,3,-4,0,1.62,0.2975,5.62,0.00999999,1.645972,0.157922,1.48805,-4,0,0,0.5,4,0,0.01,0.01,
68,B,6,Red,4,-4,0,4,0,8,8,1,0.32,0.68,-4,0,0,0.5,4,0,0.01,0.01,
68,B,7,Red,1,-4,0,3.27,0.09125,7.27,1.23,1.919416,0.2642645,1.655151,-4,0,0,0.5,4,0,0.01,0.01,
68,B,8,Red,2,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
